,Read number,Strand,Location of the gene in the read,Read length,Start,End
25,NC_031045-10,1,"[2652, 2656)",1712,2652,2656
26,NC_031045-10,1,"[2660, 2663)",1714,2660,2663
27,NC_031045-10,1,"[2754, 2802)",1761,2754,2802
28,NC_031045-10,1,"[2873, 3052)",1939,2873,3052
29,NC_031045-10,1,"[3060, 3264)",2142,3060,3264
30,NC_031045-10,1,"[3268, 3284)",2157,3268,3284
31,NC_031045-10,1,"[3286, 3317)",2187,3286,3317
32,NC_031045-10,1,"[3327, 3328)",2187,3327,3328
33,NC_031045-10,1,"[3329, 3366)",2223,3329,3366
34,NC_031045-10,1,"[3487, 3489)",2224,3487,3489
35,NC_031045-10,1,"[3490, 3493)",2226,3490,3493
36,NC_031045-10,1,"[3498, 3499)",2226,3498,3499
37,NC_031045-10,1,"[3500, 3557)",2282,3500,3557
38,NC_031045-10,1,"[3570, 3740)",2451,3570,3740
39,NC_031045-10,1,"[3753, 3758)",2455,3753,3758
40,NC_031045-10,1,"[3774, 3978)",2658,3774,3978
41,NC_031045-10,1,"[4182, 4279)",2754,4182,4279
42,NC_031045-10,1,"[4382, 4386)",2757,4382,4386
43,NC_031045-10,1,"[4488, 4590)",2858,4488,4590
44,NC_031045-10,1,"[4656, 4665)",2866,4656,4665
45,NC_031045-10,1,"[4667, 4670)",2868,4667,4670
46,NC_031045-10,1,"[4680, 4681)",2868,4680,4681
47,NC_031045-10,1,"[4682, 4687)",2872,4682,4687
48,NC_031045-10,1,"[4688, 4692)",2875,4688,4692
0,NC_031045-11,1,"[102, 122)",19,102,122
1,NC_031045-11,1,"[290, 292)",20,290,292
2,NC_031045-11,1,"[296, 298)",21,296,298
3,NC_031045-11,1,"[305, 306)",21,305,306
4,NC_031045-11,1,"[408, 413)",25,408,413
5,NC_031045-11,1,"[434, 437)",27,434,437
6,NC_031045-11,1,"[441, 442)",27,441,442
7,NC_031045-11,1,"[447, 451)",30,447,451
8,NC_031045-11,1,"[1428, 1454)",55,1428,1454
9,NC_031045-11,1,"[1566, 1632)",120,1566,1632
10,NC_031045-11,1,"[1636, 1642)",125,1636,1642
11,NC_031045-11,1,"[2346, 2352)",130,2346,2352
12,NC_031045-11,1,"[2369, 2414)",174,2369,2414
13,NC_031045-11,1,"[2439, 2440)",174,2439,2440
14,NC_031045-11,1,"[2448, 2472)",197,2448,2472
15,NC_031045-11,1,"[2553, 2690)",333,2553,2690
16,NC_031045-11,1,"[2692, 2754)",394,2692,2754
17,NC_031045-11,1,"[2808, 2876)",461,2808,2876
18,NC_031045-11,1,"[2958, 3181)",683,2958,3181
19,NC_031045-11,1,"[3194, 3196)",684,3194,3196
20,NC_031045-11,1,"[3198, 3217)",702,3198,3217
21,NC_031045-11,1,"[3223, 3264)",742,3223,3264
22,NC_031045-11,1,"[3632, 3644)",753,3632,3644
23,NC_031045-11,1,"[3647, 3672)",777,3647,3672
24,NC_031045-11,1,"[4057, 4080)",799,4057,4080
25,NC_031045-11,1,"[4284, 4295)",809,4284,4295
26,NC_031045-11,1,"[4296, 4300)",812,4296,4300
27,NC_031045-11,1,"[4343, 4347)",815,4343,4347
28,NC_031045-11,1,"[4386, 4590)",1018,4386,4590
0,NC_031045-12,1,"[0, 3)",2,0,3
1,NC_031045-12,1,"[41, 47)",7,41,47
2,NC_031045-12,1,"[53, 57)",10,53,57
3,NC_031045-12,1,"[61, 64)",12,61,64
4,NC_031045-12,1,"[65, 70)",16,65,70
5,NC_031045-12,1,"[74, 80)",21,74,80
6,NC_031045-12,1,"[102, 947)",865,102,947
7,NC_031045-12,1,"[1058, 1091)",897,1058,1091
8,NC_031045-12,1,"[1119, 1126)",903,1119,1126
9,NC_031045-12,1,"[1127, 1147)",922,1127,1147
10,NC_031045-12,1,"[1224, 1330)",1027,1224,1330
11,NC_031045-12,1,"[1363, 1365)",1028,1363,1365
12,NC_031045-12,1,"[1370, 1384)",1041,1370,1384
13,NC_031045-12,1,"[1388, 1411)",1063,1388,1411
14,NC_031045-12,1,"[1420, 1424)",1066,1420,1424
15,NC_031045-12,1,"[1427, 1428)",1066,1427,1428
16,NC_031045-12,1,"[1493, 1607)",1179,1493,1607
17,NC_031045-12,1,"[1632, 2142)",1688,1632,2142
0,NC_031045-13,1,"[95, 131)",35,95,131
1,NC_031045-13,1,"[373, 405)",66,373,405
2,NC_031045-13,1,"[560, 561)",66,560,561
3,NC_031045-13,1,"[575, 578)",68,575,578
4,NC_031045-13,1,"[714, 738)",91,714,738
5,NC_031045-13,1,"[739, 755)",106,739,755
6,NC_031045-13,1,"[852, 873)",126,852,873
7,NC_031045-13,1,"[878, 1122)",369,878,1122
8,NC_031045-13,1,"[1307, 1311)",372,1307,1311
9,NC_031045-13,1,"[1836, 1887)",422,1836,1887
10,NC_031045-13,1,"[1893, 1897)",425,1893,1897
11,NC_031045-13,1,"[1901, 1906)",429,1901,1906
12,NC_031045-13,1,"[1910, 1928)",446,1910,1928
13,NC_031045-13,1,"[1938, 2112)",619,1938,2112
14,NC_031045-13,1,"[2133, 2138)",623,2133,2138
15,NC_031045-13,1,"[2140, 2244)",726,2140,2244
0,NC_031045-14,1,"[0, 51)",50,0,51
1,NC_031045-14,1,"[52, 54)",51,52,54
2,NC_031045-14,1,"[64, 65)",51,64,65
3,NC_031045-14,1,"[66, 75)",59,66,75
4,NC_031045-14,1,"[86, 89)",61,86,89
5,NC_031045-14,1,"[144, 214)",130,144,214
6,NC_031045-14,1,"[216, 220)",133,216,220
7,NC_031045-14,1,"[224, 225)",133,224,225
8,NC_031045-14,1,"[227, 956)",861,227,956
9,NC_031045-14,1,"[999, 1008)",869,999,1008
10,NC_031045-14,1,"[1011, 1018)",875,1011,1018
11,NC_031045-14,1,"[1020, 1632)",1486,1020,1632
12,NC_031045-14,1,"[1740, 1821)",1566,1740,1821
13,NC_031045-14,1,"[1836, 2038)",1767,1836,2038
14,NC_031045-14,1,"[2040, 2459)",2185,2040,2459
15,NC_031045-14,1,"[2521, 2523)",2186,2521,2523
16,NC_031045-14,1,"[2533, 2539)",2191,2533,2539
17,NC_031045-14,1,"[2754, 2767)",2203,2754,2767
18,NC_031045-14,1,"[2774, 2777)",2205,2774,2777
19,NC_031045-14,1,"[2856, 3463)",2811,2856,3463
0,NC_031045-15,1,"[0, 36)",35,0,36
1,NC_031045-15,1,"[37, 45)",42,37,45
2,NC_031045-15,1,"[47, 48)",42,47,48
3,NC_031045-15,1,"[102, 209)",148,102,209
4,NC_031045-15,1,"[210, 306)",243,210,306
5,NC_031045-15,1,"[328, 408)",322,328,408
6,NC_031045-15,1,"[515, 516)",322,515,516
7,NC_031045-15,1,"[539, 542)",324,539,542
8,NC_031045-15,1,"[543, 550)",330,543,550
9,NC_031045-15,1,"[551, 569)",347,551,569
10,NC_031045-15,1,"[579, 586)",353,579,586
11,NC_031045-15,1,"[612, 845)",585,612,845
12,NC_031045-15,1,"[847, 848)",585,847,848
13,NC_031045-15,1,"[915, 985)",654,915,985
14,NC_031045-15,1,"[1020, 1122)",755,1020,1122
15,NC_031045-15,1,"[1191, 1326)",889,1191,1326
16,NC_031045-15,1,"[1530, 1625)",983,1530,1625
17,NC_031045-15,1,"[1632, 1938)",1288,1632,1938
18,NC_031045-15,1,"[2040, 2083)",1330,2040,2083
19,NC_031045-15,1,"[2216, 2244)",1357,2216,2244
20,NC_031045-15,1,"[2346, 2407)",1417,2346,2407
21,NC_031045-15,1,"[2565, 2642)",1493,2565,2642
22,NC_031045-15,1,"[2652, 2856)",1696,2652,2856
23,NC_031045-15,1,"[2958, 2963)",1700,2958,2963
24,NC_031045-15,1,"[2965, 3014)",1748,2965,3014
25,NC_031045-15,1,"[3060, 3099)",1786,3060,3099
26,NC_031045-15,1,"[3144, 3148)",1789,3144,3148
27,NC_031045-15,1,"[3152, 3153)",1789,3152,3153
28,NC_031045-15,1,"[3154, 3187)",1821,3154,3187
29,NC_031045-15,1,"[3188, 3192)",1824,3188,3192
30,NC_031045-15,1,"[3245, 3767)",2345,3245,3767
31,NC_031045-15,1,"[3774, 3812)",2382,3774,3812
32,NC_031045-15,1,"[3814, 3816)",2383,3814,3816
33,NC_031045-15,1,"[3831, 3834)",2385,3831,3834
34,NC_031045-15,1,"[3843, 3845)",2386,3843,3845
35,NC_031045-15,1,"[3852, 3853)",2386,3852,3853
36,NC_031045-15,1,"[3856, 3868)",2397,3856,3868
37,NC_031045-15,1,"[3875, 3876)",2397,3875,3876
38,NC_031045-15,1,"[3965, 3966)",2397,3965,3966
39,NC_031045-15,1,"[3977, 3978)",2397,3977,3978
40,NC_031045-15,1,"[3982, 4012)",2426,3982,4012
41,NC_031045-15,1,"[4080, 4097)",2442,4080,4097
42,NC_031045-15,1,"[4122, 4126)",2445,4122,4126
43,NC_031045-15,1,"[4165, 4182)",2461,4165,4182
44,NC_031045-15,1,"[4266, 4267)",2461,4266,4267
45,NC_031045-15,1,"[4268, 4293)",2485,4268,4293
46,NC_031045-15,1,"[4296, 4297)",2485,4296,4297
47,NC_031045-15,1,"[4597, 4602)",2489,4597,4602
48,NC_031045-15,1,"[4603, 4609)",2494,4603,4609
49,NC_031045-15,1,"[4794, 4895)",2594,4794,4895
50,NC_031045-15,1,"[4896, 4964)",2661,4896,4964
51,NC_031045-15,1,"[4995, 4996)",2661,4995,4996
52,NC_031045-15,1,"[5181, 5189)",2668,5181,5189
53,NC_031045-15,1,"[5712, 5728)",2683,5712,5728
54,NC_031045-15,1,"[5729, 5749)",2702,5729,5749
55,NC_031045-15,1,"[5762, 5796)",2735,5762,5796
56,NC_031045-15,1,"[5814, 6018)",2938,5814,6018
0,NC_031045-16,1,"[0, 102)",101,0,102
1,NC_031045-16,1,"[106, 262)",256,106,262
2,NC_031045-16,1,"[271, 293)",277,271,293
3,NC_031045-16,1,"[296, 301)",281,296,301
4,NC_031045-16,1,"[388, 470)",362,388,470
5,NC_031045-16,1,"[510, 816)",667,510,816
6,NC_031045-16,1,"[931, 1000)",735,931,1000
7,NC_031045-16,1,"[1002, 1003)",735,1002,1003
8,NC_031045-16,1,"[1020, 1051)",765,1020,1051
9,NC_031045-16,1,"[1122, 1218)",860,1122,1218
10,NC_031045-16,1,"[1219, 1224)",864,1219,1224
11,NC_031045-16,1,"[1320, 1326)",869,1320,1326
12,NC_031045-16,1,"[1329, 1389)",928,1329,1389
13,NC_031045-16,1,"[1401, 1404)",930,1401,1404
14,NC_031045-16,1,"[1411, 1416)",934,1411,1416
15,NC_031045-16,1,"[1439, 1462)",956,1439,1462
16,NC_031045-16,1,"[1475, 1530)",1010,1475,1530
17,NC_031045-16,1,"[1632, 1720)",1097,1632,1720
18,NC_031045-16,1,"[1734, 1958)",1320,1734,1958
19,NC_031045-16,1,"[1959, 1993)",1353,1959,1993
20,NC_031045-16,1,"[2153, 2158)",1357,2153,2158
21,NC_031045-16,1,"[2166, 2346)",1536,2166,2346
22,NC_031045-16,1,"[2652, 2671)",1554,2652,2671
23,NC_031045-16,1,"[2673, 2690)",1570,2673,2690
24,NC_031045-16,1,"[2693, 2694)",1570,2693,2694
25,NC_031045-16,1,"[2699, 2700)",1570,2699,2700
26,NC_031045-16,1,"[2799, 2868)",1638,2799,2868
27,NC_031045-16,1,"[2877, 2878)",1638,2877,2878
28,NC_031045-16,1,"[2880, 2907)",1664,2880,2907
29,NC_031045-16,1,"[2909, 2911)",1665,2909,2911
0,NC_031045-17,1,"[105, 262)",156,105,262
1,NC_031045-17,1,"[267, 612)",500,267,612
2,NC_031045-17,1,"[918, 935)",516,918,935
3,NC_031045-17,1,"[939, 942)",518,939,942
4,NC_031045-17,1,"[1020, 1224)",721,1020,1224
5,NC_031045-17,1,"[1305, 1311)",726,1305,1311
6,NC_031045-17,1,"[1313, 1351)",763,1313,1351
7,NC_031045-17,1,"[1352, 1354)",764,1352,1354
8,NC_031045-17,1,"[1428, 1734)",1069,1428,1734
9,NC_031045-17,1,"[1788, 1933)",1213,1788,1933
10,NC_031045-17,1,"[1938, 2378)",1652,1938,2378
11,NC_031045-17,1,"[2429, 2430)",1652,2429,2430
12,NC_031045-17,1,"[2437, 2438)",1652,2437,2438
13,NC_031045-17,1,"[2439, 2445)",1657,2439,2445
14,NC_031045-17,1,"[2550, 2754)",1860,2550,2754
0,NC_031045-18,1,"[378, 381)",2,378,381
1,NC_031045-18,1,"[408, 442)",35,408,442
2,NC_031045-18,1,"[554, 619)",99,554,619
3,NC_031045-18,1,"[714, 921)",305,714,921
4,NC_031045-18,1,"[990, 991)",305,990,991
5,NC_031045-18,1,"[993, 994)",305,993,994
6,NC_031045-18,1,"[997, 1023)",330,997,1023
7,NC_031045-18,1,"[1030, 1122)",421,1030,1122
8,NC_031045-18,1,"[1125, 1127)",422,1125,1127
9,NC_031045-18,1,"[1128, 1132)",425,1128,1132
10,NC_031045-18,1,"[1241, 1428)",611,1241,1428
11,NC_031045-18,1,"[1466, 1468)",612,1466,1468
12,NC_031045-18,1,"[1471, 1473)",613,1471,1473
13,NC_031045-18,1,"[1474, 1622)",760,1474,1622
14,NC_031045-18,1,"[1632, 1739)",866,1632,1739
15,NC_031045-18,1,"[1775, 1776)",866,1775,1776
16,NC_031045-18,1,"[1777, 1779)",867,1777,1779
17,NC_031045-18,1,"[1811, 2481)",1536,1811,2481
18,NC_031045-18,1,"[2587, 2688)",1636,2587,2688
19,NC_031045-18,1,"[2691, 2693)",1637,2691,2693
20,NC_031045-18,1,"[2754, 2856)",1738,2754,2856
21,NC_031045-18,1,"[2938, 2941)",1740,2938,2941
22,NC_031045-18,1,"[2943, 2958)",1754,2943,2958
23,NC_031045-18,1,"[3032, 3042)",1763,3032,3042
24,NC_031045-18,1,"[3043, 3045)",1764,3043,3045
25,NC_031045-18,1,"[3060, 3130)",1833,3060,3130
26,NC_031045-18,1,"[3135, 3150)",1847,3135,3150
27,NC_031045-18,1,"[3162, 3414)",2098,3162,3414
28,NC_031045-18,1,"[3417, 3418)",2098,3417,3418
29,NC_031045-18,1,"[3419, 3468)",2146,3419,3468
0,NC_031045-19,1,"[204, 1428)",1223,204,1428
1,NC_031045-19,1,"[1617, 1619)",1224,1617,1619
2,NC_031045-19,1,"[1632, 2244)",1835,1632,2244
3,NC_031045-19,1,"[2377, 2425)",1882,2377,2425
4,NC_031045-19,1,"[2718, 2721)",1884,2718,2721
5,NC_031045-19,1,"[2723, 2728)",1888,2723,2728
6,NC_031045-19,1,"[2730, 2741)",1898,2730,2741
7,NC_031045-19,1,"[2754, 2792)",1935,2754,2792
8,NC_031045-19,1,"[2793, 2816)",1957,2793,2816
9,NC_031045-19,1,"[2923, 2958)",1991,2923,2958
10,NC_031045-19,1,"[3060, 3127)",2057,3060,3127
11,NC_031045-19,1,"[3162, 3264)",2158,3162,3264
12,NC_031045-19,1,"[3332, 3339)",2164,3332,3339
13,NC_031045-19,1,"[3366, 3373)",2170,3366,3373
14,NC_031045-19,1,"[3402, 3409)",2176,3402,3409
0,NC_031045-20,1,"[0, 64)",63,0,64
1,NC_031045-20,1,"[70, 102)",94,70,102
2,NC_031045-20,1,"[158, 162)",97,158,162
3,NC_031045-20,1,"[165, 232)",163,165,232
4,NC_031045-20,1,"[233, 241)",170,233,241
5,NC_031045-20,1,"[306, 439)",302,306,439
6,NC_031045-20,1,"[447, 458)",312,447,458
7,NC_031045-20,1,"[461, 727)",577,461,727
8,NC_031045-20,1,"[729, 827)",674,729,827
9,NC_031045-20,1,"[923, 1013)",763,923,1013
10,NC_031045-20,1,"[1016, 1055)",801,1016,1055
11,NC_031045-20,1,"[1059, 1326)",1067,1059,1326
12,NC_031045-20,1,"[1329, 1334)",1071,1329,1334
13,NC_031045-20,1,"[1355, 1367)",1082,1355,1367
14,NC_031045-20,1,"[1374, 1375)",1082,1374,1375
15,NC_031045-20,1,"[1426, 1428)",1083,1426,1428
16,NC_031045-20,1,"[1769, 1781)",1094,1769,1781
17,NC_031045-20,1,"[1787, 1791)",1097,1787,1791
18,NC_031045-20,1,"[1870, 1972)",1198,1870,1972
19,NC_031045-20,1,"[1995, 2002)",1204,1995,2002
20,NC_031045-20,1,"[2040, 2244)",1407,2040,2244
21,NC_031045-20,1,"[2323, 2346)",1429,2323,2346
22,NC_031045-20,1,"[2448, 2477)",1457,2448,2477
23,NC_031045-20,1,"[2478, 2481)",1459,2478,2481
24,NC_031045-20,1,"[2754, 2820)",1524,2754,2820
25,NC_031045-20,1,"[2856, 2958)",1625,2856,2958
26,NC_031045-20,1,"[3058, 3060)",1626,3058,3060
27,NC_031045-20,1,"[3073, 3161)",1713,3073,3161
28,NC_031045-20,1,"[3264, 3351)",1799,3264,3351
29,NC_031045-20,1,"[3366, 3570)",2002,3366,3570
30,NC_031045-20,1,"[3610, 3761)",2152,3610,3761
31,NC_031045-20,1,"[3774, 3899)",2276,3774,3899
32,NC_031045-20,1,"[3903, 4080)",2452,3903,4080
33,NC_031045-20,1,"[4182, 4282)",2551,4182,4282
34,NC_031045-20,1,"[4284, 4587)",2853,4284,4587
35,NC_031045-20,1,"[4590, 4794)",3056,4590,4794
36,NC_031045-20,1,"[4904, 4935)",3086,4904,4935
37,NC_031045-20,1,"[4998, 5100)",3187,4998,5100
0,NC_031045-21,1,"[117, 118)",0,117,118
1,NC_031045-21,1,"[204, 612)",407,204,612
2,NC_031045-21,1,"[666, 796)",536,666,796
3,NC_031045-21,1,"[816, 1020)",739,816,1020
4,NC_031045-21,1,"[1129, 1187)",796,1129,1187
5,NC_031045-21,1,"[1224, 1530)",1101,1224,1530
6,NC_031045-21,1,"[1616, 1632)",1116,1616,1632
7,NC_031045-21,1,"[1734, 1790)",1171,1734,1790
8,NC_031045-21,1,"[1836, 2549)",1883,1836,2549
9,NC_031045-21,1,"[2550, 2856)",2188,2550,2856
10,NC_031045-21,1,"[2880, 2883)",2190,2880,2883
11,NC_031045-21,1,"[2884, 2889)",2194,2884,2889
12,NC_031045-21,1,"[2891, 2893)",2195,2891,2893
13,NC_031045-21,1,"[2900, 3162)",2456,2900,3162
14,NC_031045-21,1,"[3217, 3221)",2459,3217,3221
15,NC_031045-21,1,"[3237, 3248)",2469,3237,3248
16,NC_031045-21,1,"[3249, 3255)",2474,3249,3255
17,NC_031045-21,1,"[3264, 3352)",2561,3264,3352
18,NC_031045-21,1,"[3366, 3712)",2906,3366,3712
19,NC_031045-21,1,"[3730, 3731)",2906,3730,3731
20,NC_031045-21,1,"[3745, 3774)",2934,3745,3774
21,NC_031045-21,1,"[3777, 5304)",4460,3777,5304
0,NC_031045-22,1,"[0, 141)",140,0,141
1,NC_031045-22,1,"[149, 168)",158,149,168
2,NC_031045-22,1,"[175, 188)",170,175,188
3,NC_031045-22,1,"[193, 197)",173,193,197
4,NC_031045-22,1,"[204, 418)",386,204,418
5,NC_031045-22,1,"[423, 424)",386,423,424
6,NC_031045-22,1,"[513, 632)",504,513,632
7,NC_031045-22,1,"[637, 658)",524,637,658
8,NC_031045-22,1,"[667, 786)",642,667,786
9,NC_031045-22,1,"[801, 918)",758,801,918
10,NC_031045-22,1,"[1326, 1332)",763,1326,1332
11,NC_031045-22,1,"[1734, 1833)",861,1734,1833
12,NC_031045-22,1,"[1919, 1938)",879,1919,1938
13,NC_031045-22,1,"[2164, 2175)",889,2164,2175
14,NC_031045-22,1,"[2211, 2212)",889,2211,2212
15,NC_031045-22,1,"[2219, 2220)",889,2219,2220
16,NC_031045-22,1,"[2244, 2281)",925,2244,2281
17,NC_031045-22,1,"[2282, 2287)",929,2282,2287
18,NC_031045-22,1,"[2346, 2563)",1145,2346,2563
19,NC_031045-22,1,"[2665, 2863)",1342,2665,2863
20,NC_031045-22,1,"[2870, 3024)",1495,2870,3024
21,NC_031045-22,1,"[3043, 3046)",1497,3043,3046
22,NC_031045-22,1,"[3054, 3055)",1497,3054,3055
23,NC_031045-22,1,"[3056, 3057)",1497,3056,3057
24,NC_031045-22,1,"[3109, 3162)",1549,3109,3162
25,NC_031045-22,1,"[3213, 3217)",1552,3213,3217
26,NC_031045-22,1,"[3299, 3313)",1565,3299,3313
27,NC_031045-22,1,"[3320, 3358)",1602,3320,3358
28,NC_031045-22,1,"[3360, 3366)",1607,3360,3366
29,NC_031045-22,1,"[3434, 3435)",1607,3434,3435
30,NC_031045-22,1,"[3436, 3449)",1619,3436,3449
31,NC_031045-22,1,"[3468, 3477)",1627,3468,3477
32,NC_031045-22,1,"[3480, 3505)",1651,3480,3505
33,NC_031045-22,1,"[3570, 3774)",1854,3570,3774
34,NC_031045-22,1,"[3835, 3957)",1975,3835,3957
35,NC_031045-22,1,"[3969, 3971)",1976,3969,3971
36,NC_031045-22,1,"[3978, 4080)",2077,3978,4080
37,NC_031045-22,1,"[4173, 4174)",2077,4173,4174
38,NC_031045-22,1,"[4176, 4182)",2082,4176,4182
39,NC_031045-22,1,"[4386, 4397)",2092,4386,4397
40,NC_031045-22,1,"[4428, 4429)",2092,4428,4429
41,NC_031045-22,1,"[4450, 4454)",2095,4450,4454
42,NC_031045-22,1,"[4488, 4518)",2124,4488,4518
43,NC_031045-22,1,"[4521, 4701)",2303,4521,4701
44,NC_031045-22,1,"[4807, 5100)",2595,4807,5100
45,NC_031045-22,1,"[5304, 5348)",2638,5304,5348
46,NC_031045-22,1,"[5358, 5365)",2644,5358,5365
47,NC_031045-22,1,"[5406, 5610)",2847,5406,5610
48,NC_031045-22,1,"[5676, 5712)",2882,5676,5712
49,NC_031045-22,1,"[5814, 5849)",2916,5814,5849
50,NC_031045-22,1,"[5919, 6120)",3116,5919,6120
51,NC_031045-22,1,"[6201, 6313)",3227,6201,6313
0,NC_031045-25,1,"[76, 102)",25,76,102
1,NC_031045-25,1,"[350, 362)",36,350,362
2,NC_031045-25,1,"[527, 547)",55,527,547
3,NC_031045-25,1,"[553, 606)",107,553,606
4,NC_031045-25,1,"[612, 713)",207,612,713
5,NC_031045-25,1,"[714, 923)",415,714,923
6,NC_031045-25,1,"[939, 1020)",495,939,1020
7,NC_031045-25,1,"[1028, 1034)",500,1028,1034
8,NC_031045-25,1,"[1133, 1216)",582,1133,1216
9,NC_031045-25,1,"[1223, 1266)",624,1223,1266
10,NC_031045-25,1,"[1278, 1283)",628,1278,1283
11,NC_031045-25,1,"[1286, 1289)",630,1286,1289
12,NC_031045-25,1,"[1298, 1326)",657,1298,1326
13,NC_031045-25,1,"[1366, 1511)",801,1366,1511
14,NC_031045-25,1,"[1530, 1670)",940,1530,1670
15,NC_031045-25,1,"[1672, 2019)",1286,1672,2019
16,NC_031045-25,1,"[2023, 2034)",1296,2023,2034
17,NC_031045-25,1,"[2099, 2223)",1419,2099,2223
18,NC_031045-25,1,"[2244, 2949)",2123,2244,2949
19,NC_031045-25,1,"[2953, 2958)",2127,2953,2958
20,NC_031045-25,1,"[3060, 3123)",2189,3060,3123
21,NC_031045-25,1,"[3162, 3264)",2290,3162,3264
22,NC_031045-25,1,"[3500, 3513)",2302,3500,3513
23,NC_031045-25,1,"[3525, 3533)",2309,3525,3533
24,NC_031045-25,1,"[3570, 3624)",2362,3570,3624
25,NC_031045-25,1,"[3627, 3630)",2364,3627,3630
26,NC_031045-25,1,"[3672, 4260)",2951,3672,4260
27,NC_031045-25,1,"[4262, 4488)",3176,4262,4488
28,NC_031045-25,1,"[4588, 4590)",3177,4588,4590
29,NC_031045-25,1,"[4692, 4705)",3189,4692,4705
30,NC_031045-25,1,"[4717, 4757)",3228,4717,4757
31,NC_031045-25,1,"[4794, 4998)",3431,4794,4998
32,NC_031045-25,1,"[5098, 5100)",3432,5098,5100
33,NC_031045-25,1,"[5136, 5196)",3491,5136,5196
34,NC_031045-25,1,"[5202, 5295)",3583,5202,5295
35,NC_031045-25,1,"[5296, 5299)",3585,5296,5299
36,NC_031045-25,1,"[5301, 5412)",3695,5301,5412
37,NC_031045-25,1,"[5427, 5814)",4081,5427,5814
38,NC_031045-25,1,"[5878, 5916)",4118,5878,5916
39,NC_031045-25,1,"[6105, 6107)",4119,6105,6107
40,NC_031045-25,1,"[6222, 6227)",4123,6222,6227
41,NC_031045-25,1,"[6228, 6236)",4130,6228,6236
42,NC_031045-25,1,"[6251, 6328)",4206,6251,6328
43,NC_031045-25,1,"[6331, 6334)",4208,6331,6334
44,NC_031045-25,1,"[6340, 6524)",4391,6340,6524
45,NC_031045-25,1,"[6525, 6784)",4649,6525,6784
46,NC_031045-25,1,"[6810, 7242)",5080,6810,7242
47,NC_031045-25,1,"[7317, 7399)",5161,7317,7399
48,NC_031045-25,1,"[7446, 7458)",5172,7446,7458
49,NC_031045-25,1,"[7475, 7476)",5172,7475,7476
50,NC_031045-25,1,"[7481, 7548)",5238,7481,7548
51,NC_031045-25,1,"[7566, 7582)",5253,7566,7582
52,NC_031045-25,1,"[7584, 7589)",5257,7584,7589
53,NC_031045-25,1,"[7712, 7752)",5296,7712,7752
54,NC_031045-25,1,"[7854, 7917)",5358,7854,7917
55,NC_031045-25,1,"[7956, 8332)",5733,7956,8332
56,NC_031045-25,1,"[8364, 8466)",5834,8364,8466
57,NC_031045-25,1,"[8512, 8670)",5991,8512,8670
58,NC_031045-25,1,"[8874, 8956)",6072,8874,8956
59,NC_031045-25,1,"[8976, 9024)",6119,8976,9024
60,NC_031045-25,1,"[9063, 9078)",6133,9063,9078
61,NC_031045-25,1,"[9135, 9236)",6233,9135,9236
62,NC_031045-25,1,"[9383, 9384)",6233,9383,9384
63,NC_031045-25,1,"[9389, 9430)",6273,9389,9430
