,Read number,Strand,Location of the gene in the read,Read length,Start,End
7,NC_016073-73,1,"[1351, 1359)",1190,1351,1359
8,NC_016073-73,1,"[1410, 1415)",1194,1410,1415
9,NC_016073-73,1,"[1423, 1519)",1289,1423,1519
10,NC_016073-73,1,"[1530, 1938)",1696,1530,1938
11,NC_016073-73,1,"[1999, 2001)",1697,1999,2001
12,NC_016073-73,1,"[2003, 2068)",1761,2003,2068
13,NC_016073-73,1,"[2145, 2147)",1762,2145,2147
14,NC_016073-73,1,"[2149, 2572)",2184,2149,2572
15,NC_016073-73,1,"[2643, 2872)",2412,2643,2872
16,NC_016073-73,1,"[2896, 2899)",2414,2896,2899
17,NC_016073-73,1,"[2900, 2917)",2430,2900,2917
18,NC_016073-73,1,"[2933, 3677)",3173,2933,3677
19,NC_016073-73,1,"[3678, 3694)",3188,3678,3694
20,NC_016073-73,1,"[3701, 3719)",3205,3701,3719
21,NC_016073-73,1,"[3721, 3785)",3268,3721,3785
22,NC_016073-73,1,"[3787, 3793)",3273,3787,3793
23,NC_016073-73,1,"[3797, 3817)",3292,3797,3817
24,NC_016073-73,1,"[3818, 3819)",3292,3818,3819
25,NC_016073-73,1,"[3820, 3828)",3299,3820,3828
26,NC_016073-73,1,"[3922, 3924)",3300,3922,3924
27,NC_016073-73,1,"[3932, 3947)",3314,3932,3947
28,NC_016073-73,1,"[3948, 3949)",3314,3948,3949
29,NC_016073-73,1,"[3972, 4080)",3421,3972,4080
30,NC_016073-73,1,"[4182, 4282)",3520,4182,4282
0,NC_016073-74,1,"[0, 167)",166,0,167
1,NC_016073-74,1,"[272, 297)",190,272,297
2,NC_016073-74,1,"[640, 642)",191,640,642
3,NC_016073-74,1,"[788, 792)",194,788,792
4,NC_016073-74,1,"[796, 797)",194,796,797
5,NC_016073-74,1,"[869, 871)",195,869,871
6,NC_016073-74,1,"[874, 889)",209,874,889
7,NC_016073-74,1,"[896, 901)",213,896,901
8,NC_016073-74,1,"[1428, 1445)",229,1428,1445
9,NC_016073-74,1,"[1639, 1642)",231,1639,1642
10,NC_016073-74,1,"[1643, 1644)",231,1643,1644
11,NC_016073-74,1,"[1645, 1696)",281,1645,1696
12,NC_016073-74,1,"[1763, 1768)",285,1763,1768
13,NC_016073-74,1,"[1773, 1775)",286,1773,1775
14,NC_016073-74,1,"[1778, 1836)",343,1778,1836
15,NC_016073-74,1,"[2264, 2278)",356,2264,2278
16,NC_016073-74,1,"[2279, 2282)",358,2279,2282
17,NC_016073-74,1,"[2286, 2346)",417,2286,2346
18,NC_016073-74,1,"[2355, 2357)",418,2355,2357
19,NC_016073-74,1,"[2363, 2448)",502,2363,2448
20,NC_016073-74,1,"[2550, 2557)",508,2550,2557
21,NC_016073-74,1,"[2576, 2580)",511,2576,2580
22,NC_016073-74,1,"[2587, 2651)",574,2587,2651
23,NC_016073-74,1,"[2775, 2849)",647,2775,2849
24,NC_016073-74,1,"[2856, 2992)",782,2856,2992
25,NC_016073-74,1,"[3079, 3162)",864,3079,3162
26,NC_016073-74,1,"[3643, 3650)",870,3643,3650
27,NC_016073-74,1,"[4185, 4197)",881,4185,4197
28,NC_016073-74,1,"[4293, 4298)",885,4293,4298
29,NC_016073-74,1,"[4299, 4333)",918,4299,4333
30,NC_016073-74,1,"[4386, 4451)",982,4386,4451
31,NC_016073-74,1,"[4488, 4590)",1083,4488,4590
32,NC_016073-74,1,"[4794, 4832)",1120,4794,4832
33,NC_016073-74,1,"[4896, 4941)",1164,4896,4941
34,NC_016073-74,1,"[4996, 4998)",1165,4996,4998
35,NC_016073-74,1,"[5087, 5089)",1166,5087,5089
36,NC_016073-74,1,"[5093, 5178)",1250,5093,5178
37,NC_016073-74,1,"[5406, 5440)",1283,5406,5440
38,NC_016073-74,1,"[5460, 5483)",1305,5460,5483
39,NC_016073-74,1,"[5484, 5491)",1311,5484,5491
40,NC_016073-74,1,"[5508, 5814)",1616,5508,5814
41,NC_016073-74,1,"[5897, 6017)",1735,5897,6017
42,NC_016073-74,1,"[6018, 6324)",2040,6018,6324
43,NC_016073-74,1,"[6390, 6392)",2041,6390,6392
44,NC_016073-74,1,"[6394, 6398)",2044,6394,6398
45,NC_016073-74,1,"[6399, 6423)",2067,6399,6423
46,NC_016073-74,1,"[6425, 6426)",2067,6425,6426
47,NC_016073-74,1,"[6461, 6501)",2106,6461,6501
48,NC_016073-74,1,"[6528, 6559)",2136,6528,6559
49,NC_016073-74,1,"[6571, 6577)",2141,6571,6577
50,NC_016073-74,1,"[6583, 6587)",2144,6583,6587
51,NC_016073-74,1,"[6595, 6604)",2152,6595,6604
52,NC_016073-74,1,"[6630, 6732)",2253,6630,6732
53,NC_016073-74,1,"[6834, 6897)",2315,6834,6897
54,NC_016073-74,1,"[6936, 7038)",2416,6936,7038
55,NC_016073-74,1,"[7344, 7369)",2440,7344,7369
56,NC_016073-74,1,"[7446, 7457)",2450,7446,7457
57,NC_016073-74,1,"[7483, 7486)",2452,7483,7486
58,NC_016073-74,1,"[7490, 7556)",2517,7490,7556
59,NC_016073-74,1,"[7646, 7752)",2622,7646,7752
60,NC_016073-74,1,"[7812, 7894)",2703,7812,7894
61,NC_016073-74,1,"[7956, 7959)",2705,7956,7959
62,NC_016073-74,1,"[7969, 8112)",2847,7969,8112
63,NC_016073-74,1,"[8122, 8126)",2850,8122,8126
64,NC_016073-74,1,"[8128, 8159)",2880,8128,8159
65,NC_016073-74,1,"[8239, 8275)",2915,8239,8275
66,NC_016073-74,1,"[8364, 8874)",3424,8364,8874
67,NC_016073-74,1,"[8971, 9041)",3493,8971,9041
68,NC_016073-74,1,"[9042, 9044)",3494,9042,9044
69,NC_016073-74,1,"[9046, 9048)",3495,9046,9048
70,NC_016073-74,1,"[9052, 9053)",3495,9052,9053
71,NC_016073-74,1,"[9078, 9326)",3742,9078,9326
72,NC_016073-74,1,"[9327, 9333)",3747,9327,9333
73,NC_016073-74,1,"[9349, 9353)",3750,9349,9353
74,NC_016073-74,1,"[9354, 9357)",3752,9354,9357
75,NC_016073-74,1,"[9371, 9378)",3758,9371,9378
76,NC_016073-74,1,"[9379, 9383)",3761,9379,9383
77,NC_016073-74,1,"[9384, 9448)",3824,9384,9448
78,NC_016073-74,1,"[9450, 9451)",3824,9450,9451
79,NC_016073-74,1,"[9457, 9458)",3824,9457,9458
80,NC_016073-74,1,"[9461, 9462)",3824,9461,9462
81,NC_016073-74,1,"[9463, 9473)",3833,9463,9473
82,NC_016073-74,1,"[9476, 9477)",3833,9476,9477
83,NC_016073-74,1,"[9486, 9514)",3860,9486,9514
84,NC_016073-74,1,"[9563, 9564)",3860,9563,9564
85,NC_016073-74,1,"[9571, 9572)",3860,9571,9572
86,NC_016073-74,1,"[9587, 9588)",3860,9587,9588
87,NC_016073-74,1,"[9688, 9690)",3861,9688,9690
88,NC_016073-74,1,"[9722, 9723)",3861,9722,9723
89,NC_016073-74,1,"[9727, 9747)",3880,9727,9747
90,NC_016073-74,1,"[10098, 10170)",3951,10098,10170
91,NC_016073-74,1,"[10200, 10424)",4174,10200,10424
92,NC_016073-74,1,"[10432, 10433)",4174,10432,10433
93,NC_016073-74,1,"[10473, 10475)",4175,10473,10475
94,NC_016073-74,1,"[10480, 10481)",4175,10480,10481
95,NC_016073-74,1,"[10485, 10506)",4195,10485,10506
96,NC_016073-74,1,"[10554, 10626)",4266,10554,10626
97,NC_016073-74,1,"[10715, 10716)",4266,10715,10716
98,NC_016073-74,1,"[10719, 10720)",4266,10719,10720
99,NC_016073-74,1,"[10722, 10737)",4280,10722,10737
100,NC_016073-74,1,"[10784, 10786)",4281,10784,10786
101,NC_016073-74,1,"[10812, 10914)",4382,10812,10914
102,NC_016073-74,1,"[10999, 11100)",4482,10999,11100
103,NC_016073-74,1,"[11106, 11109)",4484,11106,11109
104,NC_016073-74,1,"[11118, 11526)",4891,11118,11526
0,NC_016073-76,1,"[124, 129)",4,124,129
1,NC_016073-76,1,"[303, 306)",6,303,306
2,NC_016073-76,1,"[369, 386)",22,369,386
3,NC_016073-76,1,"[398, 399)",22,398,399
4,NC_016073-76,1,"[408, 503)",116,408,503
5,NC_016073-76,1,"[504, 510)",121,504,510
6,NC_016073-76,1,"[596, 612)",136,596,612
7,NC_016073-76,1,"[676, 677)",136,676,677
8,NC_016073-76,1,"[714, 770)",191,714,770
9,NC_016073-76,1,"[771, 780)",199,771,780
10,NC_016073-76,1,"[816, 964)",346,816,964
11,NC_016073-76,1,"[971, 1026)",400,971,1026
12,NC_016073-76,1,"[1036, 1048)",411,1036,1048
13,NC_016073-76,1,"[1050, 1053)",413,1050,1053
14,NC_016073-76,1,"[1060, 1061)",413,1060,1061
15,NC_016073-76,1,"[1062, 1938)",1288,1062,1938
16,NC_016073-76,1,"[1958, 1964)",1293,1958,1964
17,NC_016073-76,1,"[1966, 1967)",1293,1966,1967
18,NC_016073-76,1,"[1976, 2040)",1356,1976,2040
19,NC_016073-76,1,"[2244, 2344)",1455,2244,2344
20,NC_016073-76,1,"[2346, 2354)",1462,2346,2354
21,NC_016073-76,1,"[2356, 2357)",1462,2356,2357
22,NC_016073-76,1,"[2369, 2371)",1463,2369,2371
23,NC_016073-76,1,"[2377, 2389)",1474,2377,2389
24,NC_016073-76,1,"[2391, 2400)",1482,2391,2400
25,NC_016073-76,1,"[2409, 2417)",1489,2409,2417
26,NC_016073-76,1,"[2423, 2429)",1494,2423,2429
27,NC_016073-76,1,"[2431, 2448)",1510,2431,2448
28,NC_016073-76,1,"[2509, 2519)",1519,2509,2519
29,NC_016073-76,1,"[2520, 2555)",1553,2520,2555
30,NC_016073-76,1,"[2652, 3060)",1960,2652,3060
31,NC_016073-76,1,"[3127, 3242)",2074,3127,3242
32,NC_016073-76,1,"[3253, 3257)",2077,3253,3257
33,NC_016073-76,1,"[3264, 3978)",2790,3264,3978
34,NC_016073-76,1,"[4182, 4260)",2867,4182,4260
35,NC_016073-76,1,"[4284, 4386)",2968,4284,4386
0,NC_016073-77,1,"[36, 86)",49,36,86
1,NC_016073-77,1,"[102, 305)",251,102,305
2,NC_016073-77,1,"[510, 517)",257,510,517
3,NC_016073-77,1,"[612, 623)",267,612,623
4,NC_016073-77,1,"[625, 627)",268,625,627
5,NC_016073-77,1,"[634, 714)",347,634,714
6,NC_016073-77,1,"[861, 862)",347,861,862
7,NC_016073-77,1,"[865, 886)",367,865,886
8,NC_016073-77,1,"[918, 940)",388,918,940
9,NC_016073-77,1,"[1020, 1703)",1070,1020,1703
10,NC_016073-77,1,"[1724, 1815)",1160,1724,1815
11,NC_016073-77,1,"[1818, 1833)",1174,1818,1833
12,NC_016073-77,1,"[1890, 2002)",1285,1890,2002
13,NC_016073-77,1,"[2040, 2142)",1386,2040,2142
0,NC_016073-78,1,"[102, 199)",96,102,199
1,NC_016073-78,1,"[204, 220)",111,204,220
2,NC_016073-78,1,"[280, 612)",442,280,612
3,NC_016073-78,1,"[714, 805)",532,714,805
4,NC_016073-78,1,"[816, 1326)",1041,816,1326
5,NC_016073-78,1,"[1530, 1594)",1104,1530,1594
6,NC_016073-78,1,"[1632, 1938)",1409,1632,1938
7,NC_016073-78,1,"[2052, 2127)",1483,2052,2127
8,NC_016073-78,1,"[2142, 2162)",1502,2142,2162
9,NC_016073-78,1,"[2169, 2171)",1503,2169,2171
10,NC_016073-78,1,"[2217, 2226)",1511,2217,2226
11,NC_016073-78,1,"[2229, 2346)",1627,2229,2346
12,NC_016073-78,1,"[2437, 2448)",1637,2437,2448
13,NC_016073-78,1,"[2471, 2472)",1637,2471,2472
14,NC_016073-78,1,"[2479, 2532)",1689,2479,2532
15,NC_016073-78,1,"[2550, 2652)",1790,2550,2652
16,NC_016073-78,1,"[2732, 2818)",1875,2732,2818
17,NC_016073-78,1,"[2916, 2917)",1875,2916,2917
18,NC_016073-78,1,"[2918, 2919)",1875,2918,2919
19,NC_016073-78,1,"[2930, 2992)",1936,2930,2992
20,NC_016073-78,1,"[3060, 3063)",1938,3060,3063
21,NC_016073-78,1,"[3065, 3141)",2013,3065,3141
22,NC_016073-78,1,"[3162, 3191)",2041,3162,3191
23,NC_016073-78,1,"[3246, 3248)",2042,3246,3248
24,NC_016073-78,1,"[3249, 3774)",2566,3249,3774
0,NC_016073-79,1,"[0, 102)",101,0,102
1,NC_016073-79,1,"[123, 204)",181,123,204
2,NC_016073-79,1,"[402, 408)",186,402,408
3,NC_016073-79,1,"[714, 749)",220,714,749
4,NC_016073-79,1,"[816, 1020)",423,816,1020
5,NC_016073-79,1,"[1146, 1156)",432,1146,1156
6,NC_016073-79,1,"[1161, 1167)",437,1161,1167
7,NC_016073-79,1,"[1172, 1177)",441,1172,1177
8,NC_016073-79,1,"[1224, 1233)",449,1224,1233
9,NC_016073-79,1,"[1234, 1235)",449,1234,1235
10,NC_016073-79,1,"[1326, 1632)",754,1326,1632
11,NC_016073-79,1,"[1747, 1791)",797,1747,1791
12,NC_016073-79,1,"[1800, 1810)",806,1800,1810
13,NC_016073-79,1,"[1822, 1834)",817,1822,1834
14,NC_016073-79,1,"[1836, 1938)",918,1836,1938
15,NC_016073-79,1,"[1943, 2078)",1052,1943,2078
16,NC_016073-79,1,"[2081, 2092)",1062,2081,2092
17,NC_016073-79,1,"[2149, 2156)",1068,2149,2156
18,NC_016073-79,1,"[2157, 2161)",1071,2157,2161
19,NC_016073-79,1,"[2164, 2171)",1077,2164,2171
20,NC_016073-79,1,"[2175, 2190)",1091,2175,2190
21,NC_016073-79,1,"[2227, 2244)",1107,2227,2244
0,NC_016073-81,1,"[0, 204)",203,0,204
1,NC_016073-81,1,"[320, 403)",285,320,403
2,NC_016073-81,1,"[408, 443)",319,408,443
3,NC_016073-81,1,"[447, 557)",428,447,557
4,NC_016073-81,1,"[562, 568)",433,562,568
5,NC_016073-81,1,"[575, 576)",433,575,576
6,NC_016073-81,1,"[605, 827)",654,605,827
7,NC_016073-81,1,"[830, 1020)",843,830,1020
8,NC_016073-81,1,"[1027, 1041)",856,1027,1041
9,NC_016073-81,1,"[1042, 1043)",856,1042,1043
10,NC_016073-81,1,"[1055, 1061)",861,1055,1061
11,NC_016073-81,1,"[1065, 1067)",862,1065,1067
12,NC_016073-81,1,"[1075, 1122)",908,1075,1122
13,NC_016073-81,1,"[1269, 1271)",909,1269,1271
14,NC_016073-81,1,"[1290, 1326)",944,1290,1326
15,NC_016073-81,1,"[1428, 1515)",1030,1428,1515
16,NC_016073-81,1,"[1530, 1836)",1335,1530,1836
17,NC_016073-81,1,"[1882, 1938)",1390,1882,1938
18,NC_016073-81,1,"[2125, 2132)",1396,2125,2132
19,NC_016073-81,1,"[2135, 2137)",1397,2135,2137
20,NC_016073-81,1,"[2142, 2228)",1482,2142,2228
21,NC_016073-81,1,"[2244, 2414)",1651,2244,2414
22,NC_016073-81,1,"[2438, 2592)",1804,2438,2592
23,NC_016073-81,1,"[2681, 2685)",1807,2681,2685
24,NC_016073-81,1,"[2689, 2856)",1973,2689,2856
25,NC_016073-81,1,"[2896, 2958)",2034,2896,2958
26,NC_016073-81,1,"[3060, 3157)",2130,3060,3157
27,NC_016073-81,1,"[3162, 3876)",2843,3162,3876
28,NC_016073-81,1,"[4080, 4141)",2903,4080,4141
29,NC_016073-81,1,"[4145, 4150)",2907,4145,4150
30,NC_016073-81,1,"[4151, 4154)",2909,4151,4154
31,NC_016073-81,1,"[4182, 4284)",3010,4182,4284
32,NC_016073-81,1,"[4352, 4438)",3095,4352,4438
33,NC_016073-81,1,"[4488, 4692)",3298,4488,4692
34,NC_016073-81,1,"[4766, 4794)",3325,4766,4794
35,NC_016073-81,1,"[4896, 4948)",3376,4896,4948
36,NC_016073-81,1,"[4998, 5304)",3681,4998,5304
37,NC_016073-81,1,"[5329, 5406)",3757,5329,5406
38,NC_016073-81,1,"[5610, 5677)",3823,5610,5677
39,NC_016073-81,1,"[5916, 6150)",4056,5916,6150
40,NC_016073-81,1,"[6152, 6154)",4057,6152,6154
41,NC_016073-81,1,"[6176, 6222)",4102,6176,6222
0,NC_016073-82,1,"[0, 844)",843,0,844
1,NC_016073-82,1,"[846, 847)",843,846,847
2,NC_016073-82,1,"[855, 1326)",1313,855,1326
3,NC_016073-82,1,"[1399, 1476)",1389,1399,1476
4,NC_016073-82,1,"[1530, 1992)",1850,1530,1992
5,NC_016073-82,1,"[2036, 2040)",1853,2036,2040
6,NC_016073-82,1,"[2132, 2141)",1861,2132,2141
7,NC_016073-82,1,"[2147, 2169)",1882,2147,2169
8,NC_016073-82,1,"[2172, 2188)",1897,2172,2188
9,NC_016073-82,1,"[2190, 2229)",1935,2190,2229
10,NC_016073-82,1,"[2232, 2235)",1937,2232,2235
11,NC_016073-82,1,"[2267, 2445)",2114,2267,2445
12,NC_016073-82,1,"[2448, 2563)",2228,2448,2563
13,NC_016073-82,1,"[2571, 2573)",2229,2571,2573
14,NC_016073-82,1,"[2582, 2690)",2336,2582,2690
15,NC_016073-82,1,"[2692, 2935)",2578,2692,2935
16,NC_016073-82,1,"[2949, 3366)",2994,2949,3366
17,NC_016073-82,1,"[3672, 3774)",3095,3672,3774
0,NC_016073-83,1,"[0, 204)",203,0,204
1,NC_016073-83,1,"[306, 1019)",915,306,1019
2,NC_016073-83,1,"[1020, 1173)",1067,1020,1173
3,NC_016073-83,1,"[1224, 1511)",1353,1224,1511
4,NC_016073-83,1,"[1530, 1626)",1448,1530,1626
5,NC_016073-83,1,"[1627, 1632)",1452,1627,1632
6,NC_016073-83,1,"[1743, 1755)",1463,1743,1755
7,NC_016073-83,1,"[1756, 1760)",1466,1756,1760
8,NC_016073-83,1,"[1836, 1916)",1545,1836,1916
9,NC_016073-83,1,"[1924, 1959)",1579,1924,1959
10,NC_016073-83,1,"[2038, 2448)",1988,2038,2448
11,NC_016073-83,1,"[2485, 2498)",2000,2485,2498
12,NC_016073-83,1,"[2499, 2503)",2003,2499,2503
13,NC_016073-83,1,"[2504, 2526)",2024,2504,2526
14,NC_016073-83,1,"[2550, 2701)",2174,2550,2701
15,NC_016073-83,1,"[2741, 2798)",2230,2741,2798
16,NC_016073-83,1,"[2854, 2856)",2231,2854,2856
17,NC_016073-83,1,"[3019, 3020)",2231,3019,3020
18,NC_016073-83,1,"[3031, 3035)",2234,3031,3035
19,NC_016073-83,1,"[3060, 3212)",2385,3060,3212
20,NC_016073-83,1,"[3213, 3214)",2385,3213,3214
21,NC_016073-83,1,"[3215, 3264)",2433,3215,3264
22,NC_016073-83,1,"[3309, 3466)",2589,3309,3466
23,NC_016073-83,1,"[3468, 3898)",3018,3468,3898
24,NC_016073-83,1,"[3902, 3978)",3093,3902,3978
25,NC_016073-83,1,"[4065, 4089)",3116,4065,4089
26,NC_016073-83,1,"[4097, 4143)",3161,4097,4143
27,NC_016073-83,1,"[4488, 4519)",3191,4488,4519
28,NC_016073-83,1,"[4590, 4818)",3418,4590,4818
29,NC_016073-83,1,"[4820, 4821)",3418,4820,4821
30,NC_016073-83,1,"[4822, 4824)",3419,4822,4824
31,NC_016073-83,1,"[4857, 4992)",3553,4857,4992
32,NC_016073-83,1,"[4998, 5031)",3585,4998,5031
33,NC_016073-83,1,"[5093, 5098)",3589,5093,5098
34,NC_016073-83,1,"[5114, 5315)",3789,5114,5315
35,NC_016073-83,1,"[5317, 5318)",3789,5317,5318
36,NC_016073-83,1,"[5337, 5363)",3814,5337,5363
37,NC_016073-83,1,"[5364, 5508)",3957,5364,5508
38,NC_016073-83,1,"[5534, 5610)",4032,5534,5610
39,NC_016073-83,1,"[5712, 5814)",4133,5712,5814
40,NC_016073-83,1,"[5906, 5907)",4133,5906,5907
41,NC_016073-83,1,"[5908, 5966)",4190,5908,5966
42,NC_016073-83,1,"[6029, 6038)",4198,6029,6038
43,NC_016073-83,1,"[6039, 6058)",4216,6039,6058
44,NC_016073-83,1,"[6077, 6120)",4258,6077,6120
45,NC_016073-83,1,"[6222, 6304)",4339,6222,6304
46,NC_016073-83,1,"[6324, 6528)",4542,6324,6528
47,NC_016073-83,1,"[6542, 6635)",4634,6542,6635
48,NC_016073-83,1,"[6754, 6860)",4739,6754,6860
